sample_index,ground_truth,dataset_split,attribute,attribute_data,{C1},{C2},{C3},{C1 ∪ C2},{C1 ∪ C3},{C2 ∪ C3},{C1 ∪ C2 ∪ C3}
22,Class 1,unknown,AlkAsh,18.6,0.4117,0.0,0.0,0.3077,0.0,0.0,0.2806
22,Class 1,unknown,Mg,102.0,0.0,0.0,0.3896,0.0,0.3826,0.0,0.2278
22,Class 1,unknown,TotPhen,2.41,0.0,0.5107,0.0,0.3787,0.0,0.0,0.1106
22,Class 1,unknown,Flav,2.41,0.0,0.583,0.0,0.417,0.0,0.0,0.0
22,Class 1,unknown,Nonflav,0.25,0.6043,0.0,0.0,0.2939,0.0,0.0,0.1018
22,Class 1,unknown,ProAn,1.98,0.6477,0.0,0.0,0.2547,0.0,0.0,0.0976
22,Class 1,unknown,Color,4.5,0.5094,0.0,0.0,0.2985,0.0,0.0,0.1921
22,Class 1,unknown,Hue,1.03,0.5927,0.0,0.0,0.3959,0.0,0.0,0.0114
22,Class 1,unknown,OD,3.52,0.6407,0.0,0.0,0.3593,0.0,0.0,0.0
22,Class 1,unknown,Proline,770.0,0.0,0.0,0.5671,0.0,0.0,0.2655,0.1674
23,Class 1,unknown,Alc,13.71,0.64,0.0,0.0,0.0,0.3389,0.0,0.0211
23,Class 1,unknown,Mal,1.86,0.9422,0.0,0.0,0.0531,0.0,0.0,0.0047
23,Class 1,unknown,Ash,2.36,0.0,0.0,0.398,0.0,0.3415,0.0,0.2605
23,Class 1,unknown,AlkAsh,16.6,0.6403,0.0,0.0,0.266,0.0,0.0,0.0937
23,Class 1,unknown,Mg,101.0,0.0,0.0,0.3976,0.0,0.3683,0.0,0.2341
23,Class 1,unknown,TotPhen,2.61,0.5964,0.0,0.0,0.3747,0.0,0.0,0.0289
23,Class 1,unknown,Flav,2.88,0.7585,0.0,0.0,0.2415,0.0,0.0,0.0
23,Class 1,unknown,Nonflav,0.27,0.6006,0.0,0.0,0.2857,0.0,0.0,0.1137
23,Class 1,unknown,ProAn,1.69,0.5916,0.0,0.0,0.2441,0.0,0.0,0.1643
23,Class 1,unknown,Color,3.8,0.0,0.6343,0.0,0.2474,0.0,0.0,0.1183
23,Class 1,unknown,Hue,1.11,0.642,0.0,0.0,0.3566,0.0,0.0,0.0014
23,Class 1,unknown,OD,4.0,0.0,0.5818,0.0,0.4182,0.0,0.0,0.0
23,Class 1,unknown,Proline,1035.0,0.993,0.0,0.0,0.0058,0.0,0.0,0.0012
24,Class 1,unknown,Alc,12.85,0.0,0.0,0.5309,0.0,0.0,0.3743,0.0948
24,Class 1,unknown,Mal,1.6,0.9192,0.0,0.0,0.0743,0.0,0.0,0.0065
24,Class 1,unknown,Ash,2.52,0.0,0.0,0.4246,0.0,0.3717,0.0,0.2037
24,Class 1,unknown,AlkAsh,17.8,0.5113,0.0,0.0,0.2946,0.0,0.0,0.1941
24,Class 1,unknown,Mg,95.0,0.0,0.0,0.4263,0.0,0.0,0.295,0.2787
24,Class 1,unknown,TotPhen,2.48,0.0,0.4657,0.0,0.4628,0.0,0.0,0.0715
24,Class 1,unknown,Flav,2.37,0.0,0.6227,0.0,0.3773,0.0,0.0,0.0
24,Class 1,unknown,Nonflav,0.26,0.6042,0.0,0.0,0.2886,0.0,0.0,0.1072
24,Class 1,unknown,ProAn,1.46,0.4272,0.0,0.0,0.0,0.296,0.0,0.2768
24,Class 1,unknown,Color,3.93,0.0,0.5788,0.0,0.2905,0.0,0.0,0.1307
24,Class 1,unknown,Hue,1.09,0.6376,0.0,0.0,0.3601,0.0,0.0,0.0023
24,Class 1,unknown,OD,3.63,0.6131,0.0,0.0,0.3869,0.0,0.0,0.0
24,Class 1,unknown,Proline,1015.0,0.9882,0.0,0.0,0.0092,0.0,0.0,0.0026
25,Class 1,unknown,Alc,13.5,0.5108,0.0,0.0,0.0,0.4412,0.0,0.048
25,Class 1,unknown,Mal,1.81,0.9441,0.0,0.0,0.0513,0.0,0.0,0.0046
25,Class 1,unknown,Ash,2.61,0.0,0.0,0.4089,0.0,0.3934,0.0,0.1977
25,Class 1,unknown,AlkAsh,20.0,0.0,0.0,0.4306,0.0,0.0,0.3192,0.2502
25,Class 1,unknown,Mg,96.0,0.0,0.0,0.4243,0.0,0.2939,0.0,0.2818
25,Class 1,unknown,TotPhen,2.53,0.5185,0.0,0.0,0.4304,0.0,0.0,0.0511
25,Class 1,unknown,Flav,2.61,0.5986,0.0,0.0,0.4014,0.0,0.0,0.0
25,Class 1,unknown,Nonflav,0.28,0.5935,0.0,0.0,0.285,0.0,0.0,0.1215
25,Class 1,unknown,ProAn,1.66,0.5775,0.0,0.0,0.2464,0.0,0.0,0.1761
25,Class 1,unknown,Color,3.52,0.0,0.7321,0.0,0.1718,0.0,0.0,0.0961
25,Class 1,unknown,Hue,1.12,0.6426,0.0,0.0,0.3564,0.0,0.0,0.001
25,Class 1,unknown,OD,3.82,0.5325,0.0,0.0,0.4675,0.0,0.0,0.0
25,Class 1,unknown,Proline,845.0,0.5114,0.0,0.0,0.0,0.2972,0.0,0.1914
26,Class 1,unknown,Alc,13.05,0.0,0.0,0.58,0.0,0.0,0.2252,0.1948
26,Class 1,unknown,Mal,2.05,0.0,0.862,0.0,0.0,0.0,0.138,0.0
26,Class 1,unknown,Ash,3.22,0.0,0.626,0.0,0.3364,0.0,0.0,0.0376
26,Class 1,unknown,AlkAsh,25.0,0.0,0.5218,0.0,0.0,0.0,0.4519,0.0263
26,Class 1,unknown,Mg,124.0,0.5444,0.0,0.0,0.3113,0.0,0.0,0.1443
26,Class 1,unknown,TotPhen,2.63,0.6136,0.0,0.0,0.3615,0.0,0.0,0.0249
26,Class 1,unknown,Flav,2.68,0.6502,0.0,0.0,0.3498,0.0,0.0,0.0
26,Class 1,unknown,Nonflav,0.47,0.0,0.0,0.5744,0.0,0.0,0.3772,0.0484
26,Class 1,unknown,ProAn,1.92,0.5458,0.0,0.0,0.3919,0.0,0.0,0.0623
26,Class 1,unknown,Color,3.58,0.0,0.7137,0.0,0.186,0.0,0.0,0.1003
26,Class 1,unknown,Hue,1.13,0.6418,0.0,0.0,0.3574,0.0,0.0,0.0008
26,Class 1,unknown,OD,3.2,0.6492,0.0,0.0,0.3508,0.0,0.0,0.0
26,Class 1,unknown,Proline,830.0,0.4245,0.0,0.0,0.0,0.3616,0.0,0.2139
27,Class 1,unknown,Alc,13.39,0.0,0.0,0.4943,0.0,0.433,0.0,0.0727
27,Class 1,unknown,Mal,1.77,0.9445,0.0,0.0,0.051,0.0,0.0,0.0045
27,Class 1,unknown,Ash,2.62,0.0,0.0,0.4058,0.0,0.3961,0.0,0.1981
27,Class 1,unknown,AlkAsh,16.1,0.6819,0.0,0.0,0.2528,0.0,0.0,0.0653
27,Class 1,unknown,Mg,93.0,0.0,0.0,0.4259,0.0,0.0,0.3257,0.2484
27,Class 1,unknown,TotPhen,2.85,0.7442,0.0,0.0,0.2512,0.0,0.0,0.0046
27,Class 1,unknown,Flav,2.94,0.7809,0.0,0.0,0.2191,0.0,0.0,0.0
27,Class 1,unknown,Nonflav,0.34,0.473,0.0,0.0,0.3209,0.0,0.0,0.2061
27,Class 1,unknown,ProAn,1.45,0.4168,0.0,0.0,0.0,0.3043,0.0,0.2789
27,Class 1,unknown,Color,4.8,0.6063,0.0,0.0,0.0,0.2211,0.0,0.1726
27,Class 1,unknown,Hue,0.92,0.0,0.5011,0.0,0.3499,0.0,0.0,0.149
27,Class 1,unknown,OD,3.22,0.6517,0.0,0.0,0.3483,0.0,0.0,0.0
27,Class 1,unknown,Proline,1195.0,0.9999,0.0,0.0,0.0001,0.0,0.0,0.0
28,Class 1,unknown,Alc,13.3,0.0,0.0,0.5323,0.0,0.367,0.0,0.1007
28,Class 1,unknown,Mal,1.72,0.9429,0.0,0.0,0.0525,0.0,0.0,0.0046
28,Class 1,unknown,Ash,2.14,0.0,0.4814,0.0,0.2762,0.0,0.0,0.2424
28,Class 1,unknown,AlkAsh,17.0,0.6014,0.0,0.0,0.2764,0.0,0.0,0.1222
28,Class 1,unknown,Mg,94.0,0.0,0.0,0.4268,0.0,0.0,0.3096,0.2636
28,Class 1,unknown,TotPhen,2.4,0.0,0.5163,0.0,0.3664,0.0,0.0,0.1173
28,Class 1,unknown,Flav,2.19,0.0,0.7898,0.0,0.2102,0.0,0.0,0.0
28,Class 1,unknown,Nonflav,0.27,0.6006,0.0,0.0,0.2857,0.0,0.0,0.1137
28,Class 1,unknown,ProAn,1.35,0.0,0.0,0.3985,0.0,0.303,0.0,0.2985
28,Class 1,unknown,Color,3.95,0.0,0.5698,0.0,0.2975,0.0,0.0,0.1327
28,Class 1,unknown,Hue,1.02,0.58,0.0,0.0,0.4052,0.0,0.0,0.0148
28,Class 1,unknown,OD,2.77,0.0,0.5123,0.0,0.4869,0.0,0.0,0.0008
28,Class 1,unknown,Proline,1285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Class 1,unknown,Alc,13.87,0.7172,0.0,0.0,0.0,0.2716,0.0,0.0112
29,Class 1,unknown,Mal,1.9,0.9396,0.0,0.0,0.0555,0.0,0.0,0.0049
29,Class 1,unknown,Ash,2.8,0.4487,0.0,0.0,0.0,0.3133,0.0,0.238
29,Class 1,unknown,AlkAsh,19.4,0.0,0.0,0.3699,0.0,0.0,0.3153,0.3148
29,Class 1,unknown,Mg,107.0,0.4499,0.0,0.0,0.0,0.3404,0.0,0.2097
29,Class 1,unknown,TotPhen,2.95,0.7756,0.0,0.0,0.2223,0.0,0.0,0.0021
29,Class 1,unknown,Flav,2.97,0.7907,0.0,0.0,0.2093,0.0,0.0,0.0
29,Class 1,unknown,Nonflav,0.37,0.3659,0.0,0.0,0.355,0.0,0.0,0.2791
29,Class 1,unknown,ProAn,1.76,0.6171,0.0,0.0,0.2414,0.0,0.0,0.1415
29,Class 1,unknown,Color,4.5,0.5094,0.0,0.0,0.2985,0.0,0.0,0.1921
29,Class 1,unknown,Hue,1.25,0.5402,0.0,0.0,0.4598,0.0,0.0,0.0
29,Class 1,unknown,OD,3.4,0.656,0.0,0.0,0.344,0.0,0.0,0.0
29,Class 1,unknown,Proline,915.0,0.8563,0.0,0.0,0.0752,0.0,0.0,0.0685
30,Class 1,unknown,Alc,14.02,0.7735,0.0,0.0,0.0,0.2203,0.0,0.0062
30,Class 1,unknown,Mal,1.68,0.9391,0.0,0.0,0.056,0.0,0.0,0.0049
30,Class 1,unknown,Ash,2.21,0.0,0.3902,0.0,0.3051,0.0,0.0,0.3047
30,Class 1,unknown,AlkAsh,16.0,0.6892,0.0,0.0,0.2502,0.0,0.0,0.0606
30,Class 1,unknown,Mg,96.0,0.0,0.0,0.4243,0.0,0.2939,0.0,0.2818
30,Class 1,unknown,TotPhen,2.65,0.6297,0.0,0.0,0.3488,0.0,0.0,0.0215
30,Class 1,unknown,Flav,2.33,0.0,0.6622,0.0,0.3378,0.0,0.0,0.0
30,Class 1,unknown,Nonflav,0.26,0.6042,0.0,0.0,0.2886,0.0,0.0,0.1072
30,Class 1,unknown,ProAn,1.98,0.6477,0.0,0.0,0.2547,0.0,0.0,0.0976
30,Class 1,unknown,Color,4.7,0.5776,0.0,0.0,0.0,0.212,0.0,0.2104
30,Class 1,unknown,Hue,1.04,0.6038,0.0,0.0,0.3874,0.0,0.0,0.0088
30,Class 1,unknown,OD,3.59,0.6247,0.0,0.0,0.3753,0.0,0.0,0.0
30,Class 1,unknown,Proline,1035.0,0.993,0.0,0.0,0.0058,0.0,0.0,0.0012
31,Class 1,unknown,Alc,13.73,0.6507,0.0,0.0,0.0,0.3299,0.0,0.0194
31,Class 1,unknown,Mal,1.5,0.8222,0.0,0.0,0.1635,0.0,0.0,0.0143
31,Class 1,unknown,Ash,2.7,0.4192,0.0,0.0,0.0,0.3731,0.0,0.2077
31,Class 1,unknown,AlkAsh,22.5,0.0,0.0,0.5566,0.0,0.0,0.3593,0.0841
31,Class 1,unknown,Mg,101.0,0.0,0.0,0.3976,0.0,0.3683,0.0,0.2341
31,Class 1,unknown,TotPhen,3.0,0.7865,0.0,0.0,0.2121,0.0,0.0,0.0014
31,Class 1,unknown,Flav,3.25,0.8459,0.0,0.0,0.1541,0.0,0.0,0.0
31,Class 1,unknown,Nonflav,0.29,0.5827,0.0,0.0,0.2865,0.0,0.0,0.1308
31,Class 1,unknown,ProAn,2.38,0.5779,0.0,0.0,0.3559,0.0,0.0,0.0662
31,Class 1,unknown,Color,5.7,0.6916,0.0,0.0,0.0,0.292,0.0,0.0164
31,Class 1,unknown,Hue,1.19,0.6132,0.0,0.0,0.3867,0.0,0.0,0.0001
31,Class 1,unknown,OD,2.71,0.0,0.5511,0.0,0.4471,0.0,0.0,0.0018
31,Class 1,unknown,Proline,1285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Class 1,unknown,Alc,13.58,0.5635,0.0,0.0,0.0,0.4013,0.0,0.0352
32,Class 1,unknown,Mal,1.66,0.936,0.0,0.0,0.0588,0.0,0.0,0.0052
32,Class 1,unknown,Ash,2.36,0.0,0.0,0.398,0.0,0.3415,0.0,0.2605
32,Class 1,unknown,AlkAsh,19.1,0.3501,0.0,0.0,0.0,0.3369,0.0,0.313
32,Class 1,unknown,Mg,106.0,0.4373,0.0,0.0,0.0,0.3511,0.0,0.2116
32,Class 1,unknown,TotPhen,2.86,0.7479,0.0,0.0,0.2478,0.0,0.0,0.0043
32,Class 1,unknown,Flav,3.19,0.8387,0.0,0.0,0.1613,0.0,0.0,0.0
32,Class 1,unknown,Nonflav,0.22,0.5837,0.0,0.0,0.325,0.0,0.0,0.0913
32,Class 1,unknown,ProAn,1.95,0.6472,0.0,0.0,0.251,0.0,0.0,0.1018
32,Class 1,unknown,Color,6.9,0.5232,0.0,0.0,0.0,0.4766,0.0,0.0002
32,Class 1,unknown,Hue,1.09,0.6376,0.0,0.0,0.3601,0.0,0.0,0.0023
32,Class 1,unknown,OD,2.88,0.5492,0.0,0.0,0.4507,0.0,0.0,0.0001
32,Class 1,unknown,Proline,1515.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Class 1,unknown,Alc,13.68,0.6235,0.0,0.0,0.0,0.3528,0.0,0.0237
33,Class 1,unknown,Mal,1.83,0.9435,0.0,0.0,0.0519,0.0,0.0,0.0046
33,Class 1,unknown,Ash,2.36,0.0,0.0,0.398,0.0,0.3415,0.0,0.2605
33,Class 1,unknown,AlkAsh,17.2,0.5803,0.0,0.0,0.2813,0.0,0.0,0.1384
33,Class 1,unknown,Mg,104.0,0.4106,0.0,0.0,0.0,0.3714,0.0,0.218
33,Class 1,unknown,TotPhen,2.42,0.0,0.5048,0.0,0.391,0.0,0.0,0.1042
33,Class 1,unknown,Flav,2.69,0.657,0.0,0.0,0.343,0.0,0.0,0.0
33,Class 1,unknown,Nonflav,0.42,0.0,0.0,0.4338,0.0,0.0,0.3955,0.1707
33,Class 1,unknown,ProAn,1.97,0.6476,0.0,0.0,0.2534,0.0,0.0,0.099
33,Class 1,unknown,Color,3.84,0.0,0.6178,0.0,0.2602,0.0,0.0,0.122
33,Class 1,unknown,Hue,1.23,0.5697,0.0,0.0,0.4303,0.0,0.0,0.0
33,Class 1,unknown,OD,2.87,0.5441,0.0,0.0,0.4557,0.0,0.0,0.0002
33,Class 1,unknown,Proline,990.0,0.9772,0.0,0.0,0.0163,0.0,0.0,0.0065
34,Class 1,unknown,Alc,13.76,0.6661,0.0,0.0,0.0,0.3166,0.0,0.0173
34,Class 1,unknown,Mal,1.53,0.8681,0.0,0.0,0.1213,0.0,0.0,0.0106
34,Class 1,unknown,Ash,2.7,0.4192,0.0,0.0,0.0,0.3731,0.0,0.2077
34,Class 1,unknown,AlkAsh,19.5,0.0,0.0,0.3805,0.0,0.0,0.316,0.3035
34,Class 1,unknown,Mg,132.0,0.0,0.486,0.0,0.4437,0.0,0.0,0.0703
34,Class 1,unknown,TotPhen,2.95,0.7756,0.0,0.0,0.2223,0.0,0.0,0.0021
34,Class 1,unknown,Flav,2.74,0.6886,0.0,0.0,0.3114,0.0,0.0,0.0
34,Class 1,unknown,Nonflav,0.5,0.0,0.0,0.6373,0.0,0.0,0.3446,0.0181
34,Class 1,unknown,ProAn,1.35,0.0,0.0,0.3985,0.0,0.303,0.0,0.2985
34,Class 1,unknown,Color,5.4,0.6929,0.0,0.0,0.0,0.2674,0.0,0.0397
34,Class 1,unknown,Hue,1.25,0.5402,0.0,0.0,0.4598,0.0,0.0,0.0
34,Class 1,unknown,OD,3.0,0.6005,0.0,0.0,0.3995,0.0,0.0,0.0
34,Class 1,unknown,Proline,1235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Class 1,unknown,Alc,13.51,0.5176,0.0,0.0,0.0,0.4362,0.0,0.0462
35,Class 1,unknown,Mal,1.8,0.9444,0.0,0.0,0.0511,0.0,0.0,0.0045
35,Class 1,unknown,Ash,2.65,0.4045,0.0,0.0,0.0,0.3953,0.0,0.2002
35,Class 1,unknown,AlkAsh,19.0,0.3622,0.0,0.0,0.0,0.3257,0.0,0.3121
35,Class 1,unknown,Mg,110.0,0.4851,0.0,0.0,0.0,0.3063,0.0,0.2086
35,Class 1,unknown,TotPhen,2.35,0.0,0.5402,0.0,0.3049,0.0,0.0,0.1549
35,Class 1,unknown,Flav,2.53,0.5311,0.0,0.0,0.4689,0.0,0.0,0.0
35,Class 1,unknown,Nonflav,0.29,0.5827,0.0,0.0,0.2865,0.0,0.0,0.1308
35,Class 1,unknown,ProAn,1.54,0.4999,0.0,0.0,0.2619,0.0,0.0,0.2382
35,Class 1,unknown,Color,4.2,0.0,0.4485,0.0,0.3922,0.0,0.0,0.1593
35,Class 1,unknown,Hue,1.1,0.6404,0.0,0.0,0.3578,0.0,0.0,0.0018
35,Class 1,unknown,OD,2.87,0.5441,0.0,0.0,0.4557,0.0,0.0,0.0002
35,Class 1,unknown,Proline,1095.0,0.9986,0.0,0.0,0.0013,0.0,0.0,0.0001
36,Class 1,unknown,Alc,13.48,0.4971,0.0,0.0,0.0,0.4511,0.0,0.0518
36,Class 1,unknown,Mal,1.81,0.9441,0.0,0.0,0.0513,0.0,0.0,0.0046
36,Class 1,unknown,Ash,2.41,0.0,0.0,0.4143,0.0,0.3504,0.0,0.2353
36,Class 1,unknown,AlkAsh,20.5,0.0,0.0,0.4737,0.0,0.0,0.3225,0.2038
36,Class 1,unknown,Mg,100.0,0.0,0.0,0.4049,0.0,0.3537,0.0,0.2414
36,Class 1,unknown,TotPhen,2.7,0.6661,0.0,0.0,0.3192,0.0,0.0,0.0147
36,Class 1,unknown,Flav,2.98,0.7938,0.0,0.0,0.2062,0.0,0.0,0.0
36,Class 1,unknown,Nonflav,0.26,0.6042,0.0,0.0,0.2886,0.0,0.0,0.1072
36,Class 1,unknown,ProAn,1.86,0.6392,0.0,0.0,0.2434,0.0,0.0,0.1174
36,Class 1,unknown,Color,5.1,0.6672,0.0,0.0,0.0,0.2453,0.0,0.0875
36,Class 1,unknown,Hue,1.04,0.6038,0.0,0.0,0.3874,0.0,0.0,0.0088
36,Class 1,unknown,OD,3.47,0.6489,0.0,0.0,0.3511,0.0,0.0,0.0
36,Class 1,unknown,Proline,920.0,0.8715,0.0,0.0,0.0688,0.0,0.0,0.0597
37,Class 1,unknown,Alc,13.28,0.0,0.0,0.5397,0.0,0.3523,0.0,0.108
37,Class 1,unknown,Mal,1.64,0.9319,0.0,0.0,0.0626,0.0,0.0,0.0055
37,Class 1,unknown,Ash,2.84,0.4588,0.0,0.0,0.0,0.2848,0.0,0.2564
37,Class 1,unknown,AlkAsh,15.5,0.7219,0.0,0.0,0.2374,0.0,0.0,0.0407
37,Class 1,unknown,Mg,110.0,0.4851,0.0,0.0,0.0,0.3063,0.0,0.2086
37,Class 1,unknown,TotPhen,2.6,0.5875,0.0,0.0,0.3814,0.0,0.0,0.0311
37,Class 1,unknown,Flav,2.68,0.6502,0.0,0.0,0.3498,0.0,0.0,0.0
37,Class 1,unknown,Nonflav,0.34,0.473,0.0,0.0,0.3209,0.0,0.0,0.2061
37,Class 1,unknown,ProAn,1.36,0.0,0.0,0.3883,0.0,0.315,0.0,0.2967
37,Class 1,unknown,Color,4.6,0.545,0.0,0.0,0.2526,0.0,0.0,0.2024
37,Class 1,unknown,Hue,1.09,0.6376,0.0,0.0,0.3601,0.0,0.0,0.0023
37,Class 1,unknown,OD,2.78,0.0,0.5061,0.0,0.4932,0.0,0.0,0.0007
37,Class 1,unknown,Proline,880.0,0.7101,0.0,0.0,0.0,0.1595,0.0,0.1304
38,Class 1,unknown,Alc,13.05,0.0,0.0,0.58,0.0,0.0,0.2252,0.1948
38,Class 1,unknown,Mal,1.65,0.9341,0.0,0.0,0.0606,0.0,0.0,0.0053
38,Class 1,unknown,Ash,2.55,0.0,0.0,0.4217,0.0,0.3784,0.0,0.1999
38,Class 1,unknown,AlkAsh,18.0,0.4869,0.0,0.0,0.2984,0.0,0.0,0.2147
38,Class 1,unknown,Mg,98.0,0.0,0.0,0.4168,0.0,0.324,0.0,0.2592
38,Class 1,unknown,TotPhen,2.45,0.0,0.4859,0.0,0.4274,0.0,0.0,0.0867
38,Class 1,unknown,Flav,2.43,0.0,0.5633,0.0,0.4367,0.0,0.0,0.0
38,Class 1,unknown,Nonflav,0.29,0.5827,0.0,0.0,0.2865,0.0,0.0,0.1308
38,Class 1,unknown,ProAn,1.44,0.4063,0.0,0.0,0.0,0.3128,0.0,0.2809
38,Class 1,unknown,Color,4.25,0.0,0.423,0.0,0.4121,0.0,0.0,0.1649
38,Class 1,unknown,Hue,1.12,0.6426,0.0,0.0,0.3564,0.0,0.0,0.001
38,Class 1,unknown,OD,2.51,0.0,0.6834,0.0,0.2914,0.0,0.0,0.0252
38,Class 1,unknown,Proline,1105.0,0.9988,0.0,0.0,0.0011,0.0,0.0,0.0001
39,Class 1,unknown,Alc,13.07,0.0,0.0,0.5804,0.0,0.0,0.2125,0.2071
39,Class 1,unknown,Mal,1.5,0.8222,0.0,0.0,0.1635,0.0,0.0,0.0143
39,Class 1,unknown,Ash,2.1,0.0,0.5407,0.0,0.2549,0.0,0.0,0.2044
39,Class 1,unknown,AlkAsh,15.5,0.7219,0.0,0.0,0.2374,0.0,0.0,0.0407
39,Class 1,unknown,Mg,98.0,0.0,0.0,0.4168,0.0,0.324,0.0,0.2592
39,Class 1,unknown,TotPhen,2.4,0.0,0.5163,0.0,0.3664,0.0,0.0,0.1173
39,Class 1,unknown,Flav,2.64,0.6216,0.0,0.0,0.3784,0.0,0.0,0.0
39,Class 1,unknown,Nonflav,0.28,0.5935,0.0,0.0,0.285,0.0,0.0,0.1215
39,Class 1,unknown,ProAn,1.37,0.0,0.0,0.3782,0.0,0.327,0.0,0.2948
39,Class 1,unknown,Color,3.7,0.0,0.6727,0.0,0.2177,0.0,0.0,0.1096
39,Class 1,unknown,Hue,1.18,0.6209,0.0,0.0,0.3789,0.0,0.0,0.0002
39,Class 1,unknown,OD,2.69,0.0,0.5646,0.0,0.433,0.0,0.0,0.0024
39,Class 1,unknown,Proline,1020.0,0.9896,0.0,0.0,0.0082,0.0,0.0,0.0022
40,Class 1,unknown,Alc,14.22,0.8283,0.0,0.0,0.0,0.1688,0.0,0.0029
40,Class 1,unknown,Mal,3.99,0.6653,0.0,0.0,0.3066,0.0,0.0,0.0281
40,Class 1,unknown,Ash,2.51,0.0,0.0,0.4252,0.0,0.3695,0.0,0.2053
40,Class 1,unknown,AlkAsh,13.2,0.7978,0.0,0.0,0.1974,0.0,0.0,0.0048
40,Class 1,unknown,Mg,128.0,0.5096,0.0,0.0,0.3858,0.0,0.0,0.1046
40,Class 1,unknown,TotPhen,3.0,0.7865,0.0,0.0,0.2121,0.0,0.0,0.0014
40,Class 1,unknown,Flav,3.04,0.8102,0.0,0.0,0.1898,0.0,0.0,0.0
40,Class 1,unknown,Nonflav,0.2,0.5517,0.0,0.0,0.3603,0.0,0.0,0.088
40,Class 1,unknown,ProAn,2.08,0.6427,0.0,0.0,0.2711,0.0,0.0,0.0862
40,Class 1,unknown,Color,5.1,0.6672,0.0,0.0,0.0,0.2453,0.0,0.0875
40,Class 1,unknown,Hue,0.89,0.0,0.4938,0.0,0.0,0.0,0.2534,0.2528
40,Class 1,unknown,OD,3.53,0.6387,0.0,0.0,0.3613,0.0,0.0,0.0
40,Class 1,unknown,Proline,760.0,0.0,0.0,0.589,0.0,0.0,0.2696,0.1414
41,Class 1,unknown,Alc,13.56,0.5507,0.0,0.0,0.0,0.4113,0.0,0.038
41,Class 1,unknown,Mal,1.71,0.9421,0.0,0.0,0.0532,0.0,0.0,0.0047
41,Class 1,unknown,Ash,2.31,0.0,0.0,0.3741,0.0,0.3318,0.0,0.2941
41,Class 1,unknown,AlkAsh,16.2,0.6742,0.0,0.0,0.2554,0.0,0.0,0.0704
41,Class 1,unknown,Mg,117.0,0.5422,0.0,0.0,0.2348,0.0,0.0,0.223
41,Class 1,unknown,TotPhen,3.15,0.8033,0.0,0.0,0.1963,0.0,0.0,0.0004
41,Class 1,unknown,Flav,3.29,0.8496,0.0,0.0,0.1504,0.0,0.0,0.0
41,Class 1,unknown,Nonflav,0.34,0.473,0.0,0.0,0.3209,0.0,0.0,0.2061
41,Class 1,unknown,ProAn,2.34,0.5902,0.0,0.0,0.3417,0.0,0.0,0.0681
41,Class 1,unknown,Color,6.13,0.6571,0.0,0.0,0.0,0.3389,0.0,0.004
41,Class 1,unknown,Hue,0.95,0.0,0.4814,0.0,0.4388,0.0,0.0,0.0798
41,Class 1,unknown,OD,3.38,0.6571,0.0,0.0,0.3429,0.0,0.0,0.0
41,Class 1,unknown,Proline,795.0,0.0,0.0,0.4961,0.0,0.2529,0.0,0.251
42,Class 1,unknown,Alc,13.41,0.0,0.0,0.485,0.0,0.4475,0.0,0.0675
42,Class 1,unknown,Mal,3.84,0.6755,0.0,0.0,0.2973,0.0,0.0,0.0272
42,Class 1,unknown,Ash,2.12,0.0,0.5105,0.0,0.266,0.0,0.0,0.2235
42,Class 1,unknown,AlkAsh,18.8,0.3869,0.0,0.0,0.31,0.0,0.0,0.3031
42,Class 1,unknown,Mg,90.0,0.0,0.0,0.4132,0.0,0.0,0.3834,0.2034
42,Class 1,unknown,TotPhen,2.45,0.0,0.4859,0.0,0.4274,0.0,0.0,0.0867
42,Class 1,unknown,Flav,2.68,0.6502,0.0,0.0,0.3498,0.0,0.0,0.0
42,Class 1,unknown,Nonflav,0.27,0.6006,0.0,0.0,0.2857,0.0,0.0,0.1137
42,Class 1,unknown,ProAn,1.48,0.4469,0.0,0.0,0.0,0.2802,0.0,0.2729
42,Class 1,unknown,Color,4.28,0.424,0.0,0.0,0.4078,0.0,0.0,0.1682
42,Class 1,unknown,Hue,0.91,0.0,0.5023,0.0,0.3178,0.0,0.0,0.1799
42,Class 1,unknown,OD,3.0,0.6005,0.0,0.0,0.3995,0.0,0.0,0.0
42,Class 1,unknown,Proline,1035.0,0.993,0.0,0.0,0.0058,0.0,0.0,0.0012
43,Class 1,unknown,Alc,13.88,0.7215,0.0,0.0,0.0,0.2678,0.0,0.0107
43,Class 1,unknown,Mal,1.89,0.9403,0.0,0.0,0.0548,0.0,0.0,0.0049
43,Class 1,unknown,Ash,2.59,0.0,0.0,0.4142,0.0,0.3882,0.0,0.1976
43,Class 1,unknown,AlkAsh,15.0,0.7475,0.0,0.0,0.2258,0.0,0.0,0.0267
43,Class 1,unknown,Mg,101.0,0.0,0.0,0.3976,0.0,0.3683,0.0,0.2341
43,Class 1,unknown,TotPhen,3.25,0.8027,0.0,0.0,0.1971,0.0,0.0,0.0002
43,Class 1,unknown,Flav,3.56,0.8532,0.0,0.0,0.1468,0.0,0.0,0.0
