sample_index,ground_truth,dataset_split,attribute,attribute_data,{Vi},{Ve},{Se},{Vi ∪ Ve},{Vi ∪ Se},{Ve ∪ Se},{Vi ∪ Ve ∪ Se}
71,Versicolor,unknown,PL,4.0,0.0,0.7055,0.0,0.2945,0.0,0.0,0.0
71,Versicolor,unknown,PW,1.3,0.0,0.9604,0.0,0.0396,0.0,0.0,0.0
72,Setosa,unknown,SL,6.3,0.0,0.0,0.9203,0.0,0.0,0.0704,0.0093
72,Setosa,unknown,SW,2.5,0.0,0.0,0.58,0.0,0.321,0.0,0.099
72,Setosa,unknown,PL,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,Setosa,unknown,PW,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,Setosa,unknown,SL,6.1,0.0,0.0,0.9513,0.0,0.0,0.0429,0.0058
73,Setosa,unknown,SW,2.8,0.0,0.0,0.58,0.0,0.321,0.0,0.099
73,Setosa,unknown,PL,4.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,Setosa,unknown,PW,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,Virginica,unknown,SL,6.4,0.5381,0.0,0.0,0.4609,0.0,0.0,0.0009
74,Virginica,unknown,SW,2.9,0.0,0.5376,0.0,0.3709,0.0,0.0,0.0915
74,Virginica,unknown,PL,4.3,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
74,Virginica,unknown,PW,1.3,0.9697,0.0,0.0,0.0303,0.0,0.0,0.0
75,Versicolor,unknown,SL,6.6,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
75,Versicolor,unknown,SW,3.0,0.0,0.7419,0.0,0.225,0.0,0.0,0.0331
75,Versicolor,unknown,PL,4.4,0.0,0.9973,0.0,0.0027,0.0,0.0,0.0
75,Versicolor,unknown,PW,1.4,0.0,0.9989,0.0,0.0011,0.0,0.0,0.0
76,Virginica,unknown,SL,6.8,0.734,0.0,0.0,0.266,0.0,0.0,0.0
76,Virginica,unknown,SW,2.8,0.0,0.0,0.4737,0.0,0.3792,0.0,0.1471
76,Virginica,unknown,PL,4.8,0.9827,0.0,0.0,0.0173,0.0,0.0,0.0
76,Virginica,unknown,PW,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Setosa,unknown,SL,6.7,0.0,0.0,0.6327,0.0,0.0,0.3143,0.0531
77,Setosa,unknown,SW,3.0,0.0,0.0,0.849,0.0,0.1311,0.0,0.02
77,Setosa,unknown,PL,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,Setosa,unknown,PW,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,Versicolor,unknown,SL,6.0,0.0,0.5073,0.0,0.0,0.0,0.3871,0.1056
78,Versicolor,unknown,SW,2.9,0.0,0.6991,0.0,0.2593,0.0,0.0,0.0416
78,Versicolor,unknown,PL,4.5,0.0,0.9874,0.0,0.0126,0.0,0.0,0.0
78,Versicolor,unknown,PW,1.5,0.0,0.9976,0.0,0.0024,0.0,0.0,0.0
79,Virginica,unknown,SL,5.7,0.9408,0.0,0.0,0.0592,0.0,0.0,0.0
79,Virginica,unknown,SW,2.6,0.0,0.0,0.7752,0.0,0.1884,0.0,0.0364
79,Virginica,unknown,PL,3.5,0.9982,0.0,0.0,0.0018,0.0,0.0,0.0
79,Virginica,unknown,PW,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Virginica,unknown,SL,5.5,0.0,0.6844,0.0,0.2194,0.0,0.0,0.0961
80,Virginica,unknown,SW,2.4,0.0,0.5376,0.0,0.3709,0.0,0.0,0.0915
80,Virginica,unknown,PL,3.8,0.7233,0.0,0.0,0.2767,0.0,0.0,0.0
80,Virginica,unknown,PW,1.1,0.9697,0.0,0.0,0.0303,0.0,0.0,0.0
81,Versicolor,unknown,SL,5.5,0.0,0.5073,0.0,0.0,0.0,0.3871,0.1056
81,Versicolor,unknown,SW,2.4,0.0,0.7419,0.0,0.225,0.0,0.0,0.0331
81,Versicolor,unknown,PL,3.7,0.0,0.975,0.0,0.025,0.0,0.0,0.0
81,Versicolor,unknown,PW,1.0,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
82,Virginica,unknown,SL,5.8,0.0,0.5238,0.0,0.4739,0.0,0.0,0.0023
82,Virginica,unknown,SW,2.7,0.0,0.5376,0.0,0.3709,0.0,0.0,0.0915
82,Virginica,unknown,PL,3.9,0.5055,0.0,0.0,0.4945,0.0,0.0,0.0
82,Virginica,unknown,PW,1.2,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
83,Setosa,unknown,SL,6.0,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
83,Setosa,unknown,SW,2.7,0.0,0.0,0.6836,0.0,0.2543,0.0,0.0621
83,Setosa,unknown,PL,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,Setosa,unknown,PW,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,Versicolor,unknown,SL,5.4,0.0,0.6293,0.0,0.3585,0.0,0.0,0.0122
84,Versicolor,unknown,SW,3.0,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
84,Versicolor,unknown,PL,4.5,0.0,0.975,0.0,0.025,0.0,0.0,0.0
84,Versicolor,unknown,PW,1.5,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
85,Setosa,unknown,SL,6.0,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
85,Setosa,unknown,SW,3.4,0.0,0.0,0.6836,0.0,0.2543,0.0,0.0621
85,Setosa,unknown,PL,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,Setosa,unknown,PW,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,Setosa,unknown,SL,6.7,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
86,Setosa,unknown,SW,3.1,0.0,0.0,0.4737,0.0,0.3792,0.0,0.1471
86,Setosa,unknown,PL,4.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,Setosa,unknown,PW,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,Virginica,unknown,SL,6.3,0.0,0.5808,0.0,0.4137,0.0,0.0,0.0055
87,Virginica,unknown,SW,2.3,0.0,0.0,0.58,0.0,0.321,0.0,0.099
87,Virginica,unknown,PL,4.4,0.9207,0.0,0.0,0.0793,0.0,0.0,0.0
87,Virginica,unknown,PW,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Virginica,unknown,SL,5.6,0.0,0.5238,0.0,0.4739,0.0,0.0,0.0023
88,Virginica,unknown,SW,3.0,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
88,Virginica,unknown,PL,4.1,0.7233,0.0,0.0,0.2767,0.0,0.0,0.0
88,Virginica,unknown,PW,1.3,0.0,0.8859,0.0,0.1141,0.0,0.0,0.0
89,Versicolor,unknown,SL,5.5,0.7914,0.0,0.0,0.2086,0.0,0.0,0.0
89,Versicolor,unknown,SW,2.5,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
89,Versicolor,unknown,PL,4.0,0.0,0.6061,0.0,0.3939,0.0,0.0,0.0
89,Versicolor,unknown,PW,1.3,0.0,0.9604,0.0,0.0396,0.0,0.0,0.0
90,Virginica,unknown,SL,5.5,0.9594,0.0,0.0,0.0406,0.0,0.0,0.0
90,Virginica,unknown,SW,2.6,0.4305,0.0,0.0,0.4067,0.0,0.0,0.1629
90,Virginica,unknown,PL,4.4,0.9995,0.0,0.0,0.0005,0.0,0.0,0.0
90,Virginica,unknown,PW,1.2,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
91,Setosa,unknown,SL,6.1,0.0,0.0,0.515,0.0,0.0,0.409,0.0761
91,Setosa,unknown,SW,3.0,0.0,0.0,0.58,0.0,0.321,0.0,0.099
91,Setosa,unknown,PL,4.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,Setosa,unknown,PW,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,Setosa,unknown,SL,5.8,0.0,0.0,0.9203,0.0,0.0,0.0704,0.0093
92,Setosa,unknown,SW,2.6,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
92,Setosa,unknown,PL,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,Setosa,unknown,PW,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,Setosa,unknown,SL,5.0,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
93,Setosa,unknown,SW,2.3,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
93,Setosa,unknown,PL,3.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,Setosa,unknown,PW,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,Setosa,unknown,SL,5.6,0.0,0.0,0.9666,0.0,0.0,0.0292,0.0042
94,Setosa,unknown,SW,2.7,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
94,Setosa,unknown,PL,4.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,Setosa,unknown,PW,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,Setosa,unknown,SL,5.7,0.0,0.6844,0.0,0.2194,0.0,0.0,0.0961
95,Setosa,unknown,SW,3.0,0.0,0.0,0.9654,0.0,0.0323,0.0,0.0024
95,Setosa,unknown,PL,4.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,Setosa,unknown,PW,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,Versicolor,unknown,SL,5.7,0.6709,0.0,0.0,0.329,0.0,0.0,0.0001
96,Versicolor,unknown,SW,2.9,0.4305,0.0,0.0,0.4067,0.0,0.0,0.1629
96,Versicolor,unknown,PL,4.2,0.0,0.7866,0.0,0.2134,0.0,0.0,0.0
96,Versicolor,unknown,PW,1.3,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
97,Versicolor,unknown,SL,6.2,0.0,0.5808,0.0,0.4137,0.0,0.0,0.0055
97,Versicolor,unknown,SW,2.9,0.0,0.7793,0.0,0.1938,0.0,0.0,0.0269
97,Versicolor,unknown,PL,4.3,0.0,0.8488,0.0,0.1512,0.0,0.0,0.0
97,Versicolor,unknown,PW,1.3,0.0,0.8859,0.0,0.1141,0.0,0.0,0.0
98,Versicolor,unknown,SL,5.1,0.0,0.6659,0.0,0.3083,0.0,0.0,0.0258
98,Versicolor,unknown,SW,2.5,0.0,0.0,0.58,0.0,0.321,0.0,0.099
98,Versicolor,unknown,PL,3.0,0.0,0.8488,0.0,0.1512,0.0,0.0,0.0
98,Versicolor,unknown,PW,1.1,0.0,0.6931,0.0,0.3069,0.0,0.0,0.0
99,Virginica,unknown,SL,5.7,0.7914,0.0,0.0,0.2086,0.0,0.0,0.0
99,Virginica,unknown,SW,2.8,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
99,Virginica,unknown,PL,4.1,0.9943,0.0,0.0,0.0057,0.0,0.0,0.0
99,Virginica,unknown,PW,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Setosa,unknown,SL,6.3,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
100,Setosa,unknown,SW,3.3,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
100,Setosa,unknown,PL,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,Setosa,unknown,PW,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,Virginica,unknown,SL,5.8,0.9972,0.0,0.0,0.0028,0.0,0.0,0.0
101,Virginica,unknown,SW,2.7,0.0,0.0,0.9035,0.0,0.0862,0.0,0.0103
101,Virginica,unknown,PL,5.1,0.9997,0.0,0.0,0.0003,0.0,0.0,0.0
101,Virginica,unknown,PW,1.9,0.9939,0.0,0.0,0.0061,0.0,0.0,0.0
102,Setosa,unknown,SL,7.1,0.0,0.0,0.9386,0.0,0.0,0.0543,0.0072
102,Setosa,unknown,SW,3.0,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
102,Setosa,unknown,PL,5.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102,Setosa,unknown,PW,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,Virginica,unknown,SL,6.3,0.6046,0.0,0.0,0.395,0.0,0.0,0.0004
103,Virginica,unknown,SW,2.9,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
103,Virginica,unknown,PL,5.6,0.9512,0.0,0.0,0.0488,0.0,0.0,0.0
103,Virginica,unknown,PW,1.8,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
104,Setosa,unknown,SL,6.5,0.0,0.6544,0.0,0.1788,0.0,0.0,0.1668
104,Setosa,unknown,SW,3.0,0.0,0.0,0.9035,0.0,0.0862,0.0,0.0103
104,Setosa,unknown,PL,5.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,Setosa,unknown,PW,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,Versicolor,unknown,SL,7.6,0.0,0.6844,0.0,0.2194,0.0,0.0,0.0961
105,Versicolor,unknown,SW,3.0,0.0,0.5968,0.0,0.3338,0.0,0.0,0.0693
105,Versicolor,unknown,PL,6.6,0.0,0.975,0.0,0.025,0.0,0.0,0.0
105,Versicolor,unknown,PW,2.1,0.0,0.9944,0.0,0.0056,0.0,0.0,0.0
106,Versicolor,unknown,SL,4.9,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
106,Versicolor,unknown,SW,2.5,0.0,0.8395,0.0,0.1416,0.0,0.0,0.019
106,Versicolor,unknown,PL,4.5,0.0,0.9952,0.0,0.0048,0.0,0.0,0.0
106,Versicolor,unknown,PW,1.7,0.0,0.9989,0.0,0.0011,0.0,0.0,0.0
107,Versicolor,unknown,SL,7.3,0.0,0.0,0.515,0.0,0.0,0.409,0.0761
107,Versicolor,unknown,SW,2.9,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
107,Versicolor,unknown,PL,6.3,0.0,0.8488,0.0,0.1512,0.0,0.0,0.0
107,Versicolor,unknown,PW,1.8,0.0,0.8859,0.0,0.1141,0.0,0.0,0.0
108,Versicolor,unknown,SL,6.7,0.0,0.6862,0.0,0.2623,0.0,0.0,0.0515
108,Versicolor,unknown,SW,2.5,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
108,Versicolor,unknown,PL,5.8,0.0,0.6061,0.0,0.3939,0.0,0.0,0.0
108,Versicolor,unknown,PW,1.8,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
109,Setosa,unknown,SL,7.2,0.0,0.0,0.8566,0.0,0.0,0.1259,0.0175
109,Setosa,unknown,SW,3.6,0.0,0.0,0.6836,0.0,0.2543,0.0,0.0621
109,Setosa,unknown,PL,6.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,Setosa,unknown,PW,2.5,0.0,0.0,0.8694,0.0,0.0,0.1306,0.0
110,Virginica,unknown,SL,6.5,0.9728,0.0,0.0,0.0272,0.0,0.0,0.0
110,Virginica,unknown,SW,3.2,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
110,Virginica,unknown,PL,5.1,0.9982,0.0,0.0,0.0018,0.0,0.0,0.0
110,Virginica,unknown,PW,2.0,0.9697,0.0,0.0,0.0303,0.0,0.0,0.0
111,Virginica,unknown,SL,6.4,0.0,0.6659,0.0,0.3083,0.0,0.0,0.0258
111,Virginica,unknown,SW,2.7,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
111,Virginica,unknown,PL,5.3,0.0,0.6061,0.0,0.3939,0.0,0.0,0.0
111,Virginica,unknown,PW,1.9,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
112,Setosa,unknown,SL,6.8,0.0,0.0,0.9386,0.0,0.0,0.0543,0.0072
112,Setosa,unknown,SW,3.0,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
112,Setosa,unknown,PL,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,Setosa,unknown,PW,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,Versicolor,unknown,SL,5.7,0.0,0.5936,0.0,0.0,0.0,0.266,0.1404
113,Versicolor,unknown,SW,2.5,0.4305,0.0,0.0,0.4067,0.0,0.0,0.1629
113,Versicolor,unknown,PL,5.0,0.0,0.9934,0.0,0.0066,0.0,0.0,0.0
113,Versicolor,unknown,PW,2.0,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
114,Versicolor,unknown,SL,5.8,0.8413,0.0,0.0,0.1587,0.0,0.0,0.0
114,Versicolor,unknown,SW,2.8,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
114,Versicolor,unknown,PL,5.1,0.5055,0.0,0.0,0.4945,0.0,0.0,0.0
114,Versicolor,unknown,PW,2.4,0.0,0.8859,0.0,0.1141,0.0,0.0,0.0
115,Virginica,unknown,SL,6.4,0.734,0.0,0.0,0.266,0.0,0.0,0.0
115,Virginica,unknown,SW,3.2,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
115,Virginica,unknown,PL,5.3,0.8095,0.0,0.0,0.1905,0.0,0.0,0.0
115,Virginica,unknown,PW,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Setosa,unknown,SL,6.5,0.0,0.0,0.8942,0.0,0.0,0.0933,0.0126
116,Setosa,unknown,SW,3.0,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
116,Setosa,unknown,PL,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,Setosa,unknown,PW,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,Virginica,unknown,SL,7.7,0.9927,0.0,0.0,0.0073,0.0,0.0,0.0
117,Virginica,unknown,SW,3.8,0.0,0.0,0.9035,0.0,0.0862,0.0,0.0103
117,Virginica,unknown,PL,6.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Virginica,unknown,PW,2.2,0.9998,0.0,0.0,0.0002,0.0,0.0,0.0
118,Virginica,unknown,SL,7.7,0.5381,0.0,0.0,0.4609,0.0,0.0,0.0009
118,Virginica,unknown,SW,2.6,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
118,Virginica,unknown,PL,6.9,0.9707,0.0,0.0,0.0293,0.0,0.0,0.0
118,Virginica,unknown,PW,2.3,0.9989,0.0,0.0,0.0011,0.0,0.0,0.0
119,Virginica,unknown,SL,6.0,0.0,0.0,0.8942,0.0,0.0,0.0933,0.0126
119,Virginica,unknown,SW,2.2,0.0,0.6508,0.0,0.296,0.0,0.0,0.0533
119,Virginica,unknown,PL,5.0,0.0,0.8488,0.0,0.1512,0.0,0.0,0.0
119,Virginica,unknown,PW,1.5,0.6263,0.0,0.0,0.3737,0.0,0.0,0.0
120,Setosa,unknown,SL,6.9,0.0,0.5073,0.0,0.0,0.0,0.3871,0.1056
120,Setosa,unknown,SW,3.2,0.0,0.0,0.6836,0.0,0.2543,0.0,0.0621
120,Setosa,unknown,PL,5.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,Setosa,unknown,PW,2.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,Versicolor,unknown,SL,5.6,0.0,0.6544,0.0,0.1788,0.0,0.0,0.1668
121,Versicolor,unknown,SW,2.8,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
121,Versicolor,unknown,PL,4.9,0.0,0.8488,0.0,0.1512,0.0,0.0,0.0
121,Versicolor,unknown,PW,2.0,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
122,Setosa,unknown,SL,7.7,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
122,Setosa,unknown,SW,2.8,0.0,0.0,0.9035,0.0,0.0862,0.0,0.0103
122,Setosa,unknown,PL,6.7,0.0,0.0,0.9998,0.0,0.0,0.0002,0.0
122,Setosa,unknown,PW,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,Virginica,unknown,SL,6.3,0.0,0.6293,0.0,0.3585,0.0,0.0,0.0122
123,Virginica,unknown,SW,2.7,0.0,0.5968,0.0,0.3338,0.0,0.0,0.0693
123,Virginica,unknown,PL,4.9,0.9707,0.0,0.0,0.0293,0.0,0.0,0.0
123,Virginica,unknown,PW,1.8,0.0,0.9604,0.0,0.0396,0.0,0.0,0.0
124,Setosa,unknown,SL,6.7,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
124,Setosa,unknown,SW,3.3,0.0,0.0,0.58,0.0,0.321,0.0,0.099
124,Setosa,unknown,PL,5.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,Setosa,unknown,PW,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,Versicolor,unknown,SL,7.2,0.0,0.5073,0.0,0.0,0.0,0.3871,0.1056
125,Versicolor,unknown,SW,3.2,0.0,0.5968,0.0,0.3338,0.0,0.0,0.0693
125,Versicolor,unknown,PL,6.0,0.0,0.8942,0.0,0.1058,0.0,0.0,0.0
125,Versicolor,unknown,PW,1.8,0.0,0.9944,0.0,0.0056,0.0,0.0,0.0
126,Virginica,unknown,SL,6.2,0.6046,0.0,0.0,0.395,0.0,0.0,0.0004
126,Virginica,unknown,SW,2.8,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
126,Virginica,unknown,PL,4.8,0.8095,0.0,0.0,0.1905,0.0,0.0,0.0
126,Virginica,unknown,PW,1.8,0.9939,0.0,0.0,0.0061,0.0,0.0,0.0
127,Setosa,unknown,SL,6.1,0.0,0.0,0.9513,0.0,0.0,0.0429,0.0058
127,Setosa,unknown,SW,3.0,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
127,Setosa,unknown,PL,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
127,Setosa,unknown,PW,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,Setosa,unknown,SL,6.4,0.0,0.0,0.9513,0.0,0.0,0.0429,0.0058
128,Setosa,unknown,SW,2.8,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
128,Setosa,unknown,PL,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,Setosa,unknown,PW,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,Versicolor,unknown,SL,7.2,0.0,0.5073,0.0,0.0,0.0,0.3871,0.1056
129,Versicolor,unknown,SW,3.0,0.0,0.6991,0.0,0.2593,0.0,0.0,0.0416
129,Versicolor,unknown,PL,5.8,0.0,0.991,0.0,0.009,0.0,0.0,0.0
129,Versicolor,unknown,PW,1.6,0.0,0.9989,0.0,0.0011,0.0,0.0,0.0
130,Virginica,unknown,SL,7.4,0.0,0.5238,0.0,0.4739,0.0,0.0,0.0023
130,Virginica,unknown,SW,2.8,0.0,0.0,0.58,0.0,0.321,0.0,0.099
130,Virginica,unknown,PL,6.1,0.9707,0.0,0.0,0.0293,0.0,0.0,0.0
130,Virginica,unknown,PW,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Versicolor,unknown,SL,7.9,0.0,0.5936,0.0,0.0,0.0,0.266,0.1404
131,Versicolor,unknown,SW,3.8,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
131,Versicolor,unknown,PL,6.4,0.0,0.9644,0.0,0.0356,0.0,0.0,0.0
131,Versicolor,unknown,PW,2.0,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
132,Versicolor,unknown,SL,6.4,0.6046,0.0,0.0,0.395,0.0,0.0,0.0004
132,Versicolor,unknown,SW,2.8,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
132,Versicolor,unknown,PL,5.6,0.0,0.7866,0.0,0.2134,0.0,0.0,0.0
132,Versicolor,unknown,PW,2.2,0.0,0.8859,0.0,0.1141,0.0,0.0,0.0
133,Virginica,unknown,SL,6.3,0.8413,0.0,0.0,0.1587,0.0,0.0,0.0
133,Virginica,unknown,SW,2.8,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
133,Virginica,unknown,PL,5.1,0.9207,0.0,0.0,0.0793,0.0,0.0,0.0
133,Virginica,unknown,PW,1.5,0.9989,0.0,0.0,0.0011,0.0,0.0,0.0
134,Versicolor,unknown,SL,6.1,0.0,0.6844,0.0,0.2194,0.0,0.0,0.0961
134,Versicolor,unknown,SW,2.6,0.0,0.5376,0.0,0.3709,0.0,0.0,0.0915
134,Versicolor,unknown,PL,5.6,0.0,0.9644,0.0,0.0356,0.0,0.0,0.0
134,Versicolor,unknown,PW,1.4,0.0,0.9989,0.0,0.0011,0.0,0.0,0.0
135,Virginica,unknown,SL,7.7,0.0,0.6844,0.0,0.2194,0.0,0.0,0.0961
135,Virginica,unknown,SW,3.0,0.0,0.5376,0.0,0.3709,0.0,0.0,0.0915
135,Virginica,unknown,PL,6.1,0.7233,0.0,0.0,0.2767,0.0,0.0,0.0
135,Virginica,unknown,PW,2.3,0.9697,0.0,0.0,0.0303,0.0,0.0,0.0
136,Virginica,unknown,SL,6.3,0.0,0.6544,0.0,0.1788,0.0,0.0,0.1668
136,Virginica,unknown,SW,3.4,0.0,0.6508,0.0,0.296,0.0,0.0,0.0533
136,Virginica,unknown,PL,5.6,0.6192,0.0,0.0,0.3808,0.0,0.0,0.0
136,Virginica,unknown,PW,2.4,0.9939,0.0,0.0,0.0061,0.0,0.0,0.0
137,Versicolor,unknown,SL,6.4,0.734,0.0,0.0,0.266,0.0,0.0,0.0
137,Versicolor,unknown,SW,3.1,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
137,Versicolor,unknown,PL,5.5,0.0,0.8942,0.0,0.1058,0.0,0.0,0.0
137,Versicolor,unknown,PW,1.8,0.0,0.9604,0.0,0.0396,0.0,0.0,0.0
138,Versicolor,unknown,SL,6.0,0.8827,0.0,0.0,0.1173,0.0,0.0,0.0
138,Versicolor,unknown,SW,3.0,0.421,0.0,0.0,0.0,0.3741,0.0,0.2049
138,Versicolor,unknown,PL,4.8,0.0,0.7055,0.0,0.2945,0.0,0.0,0.0
138,Versicolor,unknown,PW,1.8,0.0,0.9604,0.0,0.0396,0.0,0.0,0.0
139,Setosa,unknown,SL,6.9,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
139,Setosa,unknown,SW,3.1,0.0,0.0,0.9035,0.0,0.0862,0.0,0.0103
139,Setosa,unknown,PL,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139,Setosa,unknown,PW,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,Setosa,unknown,SL,6.7,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
140,Setosa,unknown,SW,3.1,0.0,0.0,0.9035,0.0,0.0862,0.0,0.0103
140,Setosa,unknown,PL,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,Setosa,unknown,PW,2.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141,Virginica,unknown,SL,6.9,0.0,0.5936,0.0,0.0,0.0,0.266,0.1404
141,Virginica,unknown,SW,3.1,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
141,Virginica,unknown,PL,5.1,0.5055,0.0,0.0,0.4945,0.0,0.0,0.0
141,Virginica,unknown,PW,2.3,0.9939,0.0,0.0,0.0061,0.0,0.0,0.0
142,Virginica,unknown,SL,5.8,0.0,0.5238,0.0,0.4739,0.0,0.0,0.0023
142,Virginica,unknown,SW,2.7,0.4305,0.0,0.0,0.4067,0.0,0.0,0.1629
142,Virginica,unknown,PL,5.1,0.9707,0.0,0.0,0.0293,0.0,0.0,0.0
142,Virginica,unknown,PW,1.9,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
143,Virginica,unknown,SL,6.8,0.9408,0.0,0.0,0.0592,0.0,0.0,0.0
143,Virginica,unknown,SW,3.2,0.4448,0.0,0.0,0.3378,0.0,0.0,0.2175
