sample_index,ground_truth,dataset_split,fold,attribute,attribute_data,{C1},{C2},{C3},{C1 ∪ C2},{C1 ∪ C3},{C2 ∪ C3},{C1 ∪ C2 ∪ C3}
21,Class 1,unknown,4,TotPhen,3.0,0.8707,0.0,0.0,0.0,0.1065,0.0,0.0228
21,Class 1,unknown,4,Flav,3.17,0.8723,0.0,0.0,0.1277,0.0,0.0,0.0
21,Class 1,unknown,4,Nonflav,0.24,0.5923,0.0,0.0,0.2717,0.0,0.0,0.136
21,Class 1,unknown,4,ProAn,2.1,0.6558,0.0,0.0,0.2637,0.0,0.0,0.0805
21,Class 1,unknown,4,Color,5.65,0.7128,0.0,0.0,0.0,0.2709,0.0,0.0163
21,Class 1,unknown,4,Hue,1.09,0.6394,0.0,0.0,0.3594,0.0,0.0,0.0012
21,Class 1,unknown,4,OD,3.71,0.6777,0.0,0.0,0.3223,0.0,0.0,0.0
21,Class 1,unknown,4,Proline,780.0,0.0,0.0,0.6053,0.0,0.0,0.2414,0.1533
22,Class 1,unknown,0,Alc,12.93,0.0,0.0,0.5217,0.0,0.0,0.3082,0.1701
22,Class 1,unknown,0,Mal,3.8,0.6085,0.0,0.0,0.3662,0.0,0.0,0.0253
22,Class 1,unknown,0,Ash,2.65,0.41,0.0,0.0,0.0,0.3822,0.0,0.2078
22,Class 1,unknown,0,AlkAsh,18.6,0.4233,0.0,0.0,0.3406,0.0,0.0,0.2361
22,Class 1,unknown,0,Mg,102.0,0.0,0.0,0.3832,0.0,0.366,0.0,0.2508
22,Class 1,unknown,0,TotPhen,2.41,0.6313,0.0,0.0,0.0,0.2873,0.0,0.0814
22,Class 1,unknown,0,Flav,2.41,0.0,0.52,0.0,0.4715,0.0,0.0,0.0085
22,Class 1,unknown,0,Nonflav,0.25,0.6014,0.0,0.0,0.2877,0.0,0.0,0.1109
22,Class 1,unknown,0,ProAn,1.98,0.6333,0.0,0.0,0.242,0.0,0.0,0.1247
22,Class 1,unknown,0,Color,4.5,0.5752,0.0,0.0,0.2866,0.0,0.0,0.1382
22,Class 1,unknown,0,Hue,1.03,0.6283,0.0,0.0,0.3658,0.0,0.0,0.0059
22,Class 1,unknown,0,OD,3.52,0.7019,0.0,0.0,0.2981,0.0,0.0,0.0
22,Class 1,unknown,0,Proline,770.0,0.0,0.0,0.5563,0.0,0.0,0.2411,0.2026
23,Class 1,unknown,4,Alc,13.71,0.6628,0.0,0.0,0.0,0.3152,0.0,0.022
23,Class 1,unknown,4,Mal,1.86,0.8835,0.0,0.0,0.1105,0.0,0.0,0.006
23,Class 1,unknown,4,Ash,2.36,0.0,0.0,0.4073,0.0,0.3303,0.0,0.2624
23,Class 1,unknown,4,AlkAsh,16.6,0.6222,0.0,0.0,0.2903,0.0,0.0,0.0875
23,Class 1,unknown,4,Mg,101.0,0.0,0.0,0.3917,0.0,0.3616,0.0,0.2467
23,Class 1,unknown,4,TotPhen,2.61,0.855,0.0,0.0,0.0,0.1246,0.0,0.0204
23,Class 1,unknown,4,Flav,2.88,0.7781,0.0,0.0,0.2219,0.0,0.0,0.0
23,Class 1,unknown,4,Nonflav,0.27,0.5809,0.0,0.0,0.2707,0.0,0.0,0.1484
23,Class 1,unknown,4,ProAn,1.69,0.5678,0.0,0.0,0.2439,0.0,0.0,0.1883
23,Class 1,unknown,4,Color,3.8,0.0,0.6709,0.0,0.2227,0.0,0.0,0.1064
23,Class 1,unknown,4,Hue,1.11,0.6322,0.0,0.0,0.3671,0.0,0.0,0.0007
23,Class 1,unknown,4,OD,4.0,0.5607,0.0,0.0,0.4393,0.0,0.0,0.0
23,Class 1,unknown,4,Proline,1035.0,0.9842,0.0,0.0,0.0091,0.0,0.0,0.0067
24,Class 1,unknown,3,Alc,12.85,0.0,0.0,0.5423,0.0,0.0,0.3699,0.0878
24,Class 1,unknown,3,Mal,1.6,0.869,0.0,0.0,0.1236,0.0,0.0,0.0074
24,Class 1,unknown,3,Ash,2.52,0.0,0.0,0.4308,0.0,0.3856,0.0,0.1836
24,Class 1,unknown,3,AlkAsh,17.8,0.5251,0.0,0.0,0.3006,0.0,0.0,0.1743
24,Class 1,unknown,3,Mg,95.0,0.0,0.0,0.4456,0.0,0.0,0.2957,0.2587
24,Class 1,unknown,3,TotPhen,2.48,0.0,0.4665,0.0,0.4355,0.0,0.0,0.098
24,Class 1,unknown,3,Flav,2.37,0.0,0.614,0.0,0.386,0.0,0.0,0.0
24,Class 1,unknown,3,Nonflav,0.26,0.629,0.0,0.0,0.264,0.0,0.0,0.107
24,Class 1,unknown,3,ProAn,1.46,0.0,0.3571,0.0,0.0,0.0,0.3518,0.2911
24,Class 1,unknown,3,Color,3.93,0.0,0.5979,0.0,0.2758,0.0,0.0,0.1263
24,Class 1,unknown,3,Hue,1.09,0.5788,0.0,0.0,0.4196,0.0,0.0,0.0016
24,Class 1,unknown,3,OD,3.63,0.6944,0.0,0.0,0.3056,0.0,0.0,0.0
24,Class 1,unknown,3,Proline,1015.0,0.9764,0.0,0.0,0.0223,0.0,0.0,0.0013
25,Class 1,unknown,4,Alc,13.5,0.5316,0.0,0.0,0.0,0.4191,0.0,0.0493
25,Class 1,unknown,4,Mal,1.81,0.8846,0.0,0.0,0.1095,0.0,0.0,0.0059
25,Class 1,unknown,4,Ash,2.61,0.4136,0.0,0.0,0.0,0.4097,0.0,0.1767
25,Class 1,unknown,4,AlkAsh,20.0,0.0,0.0,0.4021,0.0,0.0,0.347,0.2509
25,Class 1,unknown,4,Mg,96.0,0.0,0.0,0.4024,0.0,0.0,0.3068,0.2908
25,Class 1,unknown,4,TotPhen,2.53,0.8113,0.0,0.0,0.0,0.1636,0.0,0.0251
25,Class 1,unknown,4,Flav,2.61,0.5805,0.0,0.0,0.4195,0.0,0.0,0.0
25,Class 1,unknown,4,Nonflav,0.28,0.5711,0.0,0.0,0.2738,0.0,0.0,0.1551
25,Class 1,unknown,4,ProAn,1.66,0.55,0.0,0.0,0.2467,0.0,0.0,0.2033
25,Class 1,unknown,4,Color,3.52,0.0,0.7729,0.0,0.1439,0.0,0.0,0.0832
25,Class 1,unknown,4,Hue,1.12,0.6268,0.0,0.0,0.3727,0.0,0.0,0.0005
25,Class 1,unknown,4,OD,3.82,0.6453,0.0,0.0,0.3547,0.0,0.0,0.0
25,Class 1,unknown,4,Proline,845.0,0.0,0.0,0.419,0.0,0.3975,0.0,0.1835
26,Class 1,unknown,3,Alc,13.05,0.0,0.0,0.5964,0.0,0.0,0.2064,0.1972
26,Class 1,unknown,3,Mal,2.05,0.0,0.8968,0.0,0.0,0.0,0.1032,0.0
26,Class 1,unknown,3,Ash,3.22,0.0,0.8701,0.0,0.1095,0.0,0.0,0.0204
26,Class 1,unknown,3,AlkAsh,25.0,0.0,0.0,0.5331,0.0,0.0,0.464,0.0029
26,Class 1,unknown,3,Mg,124.0,0.5363,0.0,0.0,0.3259,0.0,0.0,0.1378
26,Class 1,unknown,3,TotPhen,2.63,0.5912,0.0,0.0,0.3705,0.0,0.0,0.0383
26,Class 1,unknown,3,Flav,2.68,0.6578,0.0,0.0,0.3422,0.0,0.0,0.0
26,Class 1,unknown,3,Nonflav,0.47,0.0,0.0,0.5777,0.0,0.0,0.3989,0.0234
26,Class 1,unknown,3,ProAn,1.92,0.5508,0.0,0.0,0.3361,0.0,0.0,0.1131
26,Class 1,unknown,3,Color,3.58,0.0,0.7355,0.0,0.171,0.0,0.0,0.0935
26,Class 1,unknown,3,Hue,1.13,0.5579,0.0,0.0,0.4416,0.0,0.0,0.0005
26,Class 1,unknown,3,OD,3.2,0.6536,0.0,0.0,0.3464,0.0,0.0,0.0
26,Class 1,unknown,3,Proline,830.0,0.4448,0.0,0.0,0.2869,0.0,0.0,0.2683
27,Class 1,unknown,1,Alc,13.39,0.0,0.0,0.5252,0.0,0.4223,0.0,0.0525
27,Class 1,unknown,1,Mal,1.77,0.9269,0.0,0.0,0.0692,0.0,0.0,0.0039
27,Class 1,unknown,1,Ash,2.62,0.4215,0.0,0.0,0.0,0.3999,0.0,0.1786
27,Class 1,unknown,1,AlkAsh,16.1,0.691,0.0,0.0,0.2651,0.0,0.0,0.0439
27,Class 1,unknown,1,Mg,93.0,0.0,0.0,0.4234,0.0,0.0,0.3229,0.2537
27,Class 1,unknown,1,TotPhen,2.85,0.7569,0.0,0.0,0.2421,0.0,0.0,0.001
27,Class 1,unknown,1,Flav,2.94,0.7851,0.0,0.0,0.2149,0.0,0.0,0.0
27,Class 1,unknown,1,Nonflav,0.34,0.4514,0.0,0.0,0.3098,0.0,0.0,0.2388
27,Class 1,unknown,1,ProAn,1.45,0.3641,0.0,0.0,0.3197,0.0,0.0,0.3162
27,Class 1,unknown,1,Color,4.8,0.5818,0.0,0.0,0.0,0.2246,0.0,0.1936
27,Class 1,unknown,1,Hue,0.92,0.4583,0.0,0.0,0.4291,0.0,0.0,0.1126
27,Class 1,unknown,1,OD,3.22,0.6643,0.0,0.0,0.3357,0.0,0.0,0.0
27,Class 1,unknown,1,Proline,1195.0,0.9999,0.0,0.0,0.0001,0.0,0.0,0.0
28,Class 1,unknown,4,Alc,13.3,0.0,0.0,0.5124,0.0,0.3873,0.0,0.1003
28,Class 1,unknown,4,Mal,1.72,0.8796,0.0,0.0,0.1143,0.0,0.0,0.0061
28,Class 1,unknown,4,Ash,2.14,0.0,0.5134,0.0,0.25,0.0,0.0,0.2366
28,Class 1,unknown,4,AlkAsh,17.0,0.5856,0.0,0.0,0.302,0.0,0.0,0.1124
28,Class 1,unknown,4,Mg,94.0,0.0,0.0,0.3998,0.0,0.0,0.3391,0.2611
28,Class 1,unknown,4,TotPhen,2.4,0.6389,0.0,0.0,0.0,0.3178,0.0,0.0433
28,Class 1,unknown,4,Flav,2.19,0.0,0.8472,0.0,0.1528,0.0,0.0,0.0
28,Class 1,unknown,4,Nonflav,0.27,0.5809,0.0,0.0,0.2707,0.0,0.0,0.1484
28,Class 1,unknown,4,ProAn,1.35,0.0,0.0,0.4505,0.0,0.0,0.2926,0.2569
28,Class 1,unknown,4,Color,3.95,0.0,0.6015,0.0,0.277,0.0,0.0,0.1215
28,Class 1,unknown,4,Hue,1.02,0.625,0.0,0.0,0.3657,0.0,0.0,0.0093
28,Class 1,unknown,4,OD,2.77,0.0,0.5577,0.0,0.4422,0.0,0.0,0.0001
28,Class 1,unknown,4,Proline,1285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Class 1,unknown,1,Alc,13.87,0.7331,0.0,0.0,0.0,0.2613,0.0,0.0056
29,Class 1,unknown,1,Mal,1.9,0.925,0.0,0.0,0.071,0.0,0.0,0.004
29,Class 1,unknown,1,Ash,2.8,0.4986,0.0,0.0,0.0,0.2616,0.0,0.2398
29,Class 1,unknown,1,AlkAsh,19.4,0.0,0.0,0.3779,0.0,0.0,0.3197,0.3024
29,Class 1,unknown,1,Mg,107.0,0.4526,0.0,0.0,0.0,0.3362,0.0,0.2112
29,Class 1,unknown,1,TotPhen,2.95,0.7876,0.0,0.0,0.2121,0.0,0.0,0.0003
29,Class 1,unknown,1,Flav,2.97,0.7942,0.0,0.0,0.2058,0.0,0.0,0.0
29,Class 1,unknown,1,Nonflav,0.37,0.0,0.3652,0.0,0.3193,0.0,0.0,0.3155
29,Class 1,unknown,1,ProAn,1.76,0.626,0.0,0.0,0.288,0.0,0.0,0.086
29,Class 1,unknown,1,Color,4.5,0.4917,0.0,0.0,0.3154,0.0,0.0,0.1929
29,Class 1,unknown,1,Hue,1.25,0.0,0.5637,0.0,0.4363,0.0,0.0,0.0
29,Class 1,unknown,1,OD,3.4,0.7026,0.0,0.0,0.2974,0.0,0.0,0.0
29,Class 1,unknown,1,Proline,915.0,0.8331,0.0,0.0,0.0,0.0991,0.0,0.0678
30,Class 1,unknown,0,Alc,14.02,0.7262,0.0,0.0,0.0,0.2645,0.0,0.0093
30,Class 1,unknown,0,Mal,1.68,0.9281,0.0,0.0,0.0676,0.0,0.0,0.0043
30,Class 1,unknown,0,Ash,2.21,0.0,0.3779,0.0,0.0,0.0,0.3183,0.3038
30,Class 1,unknown,0,AlkAsh,16.0,0.7146,0.0,0.0,0.2476,0.0,0.0,0.0378
30,Class 1,unknown,0,Mg,96.0,0.0,0.0,0.4167,0.0,0.0,0.304,0.2793
30,Class 1,unknown,0,TotPhen,2.65,0.8205,0.0,0.0,0.0,0.1306,0.0,0.0489
30,Class 1,unknown,0,Flav,2.33,0.0,0.6406,0.0,0.3472,0.0,0.0,0.0122
30,Class 1,unknown,0,Nonflav,0.26,0.5961,0.0,0.0,0.2862,0.0,0.0,0.1177
30,Class 1,unknown,0,ProAn,1.98,0.6333,0.0,0.0,0.242,0.0,0.0,0.1247
30,Class 1,unknown,0,Color,4.7,0.647,0.0,0.0,0.1964,0.0,0.0,0.1566
30,Class 1,unknown,0,Hue,1.04,0.6336,0.0,0.0,0.3619,0.0,0.0,0.0045
30,Class 1,unknown,0,OD,3.59,0.7067,0.0,0.0,0.2933,0.0,0.0,0.0
30,Class 1,unknown,0,Proline,1035.0,0.9867,0.0,0.0,0.0071,0.0,0.0,0.0062
31,Class 1,unknown,3,Alc,13.73,0.681,0.0,0.0,0.0,0.3102,0.0,0.0088
31,Class 1,unknown,3,Mal,1.5,0.7681,0.0,0.0,0.2188,0.0,0.0,0.0131
31,Class 1,unknown,3,Ash,2.7,0.4071,0.0,0.0,0.0,0.3864,0.0,0.2065
31,Class 1,unknown,3,AlkAsh,22.5,0.0,0.0,0.5945,0.0,0.0,0.3755,0.03
31,Class 1,unknown,3,Mg,101.0,0.0,0.0,0.3967,0.0,0.3645,0.0,0.2388
31,Class 1,unknown,3,TotPhen,3.0,0.7966,0.0,0.0,0.2008,0.0,0.0,0.0026
31,Class 1,unknown,3,Flav,3.25,0.8504,0.0,0.0,0.1496,0.0,0.0,0.0
31,Class 1,unknown,3,Nonflav,0.29,0.5915,0.0,0.0,0.2758,0.0,0.0,0.1327
31,Class 1,unknown,3,ProAn,2.38,0.6442,0.0,0.0,0.3301,0.0,0.0,0.0257
31,Class 1,unknown,3,Color,5.7,0.6884,0.0,0.0,0.0,0.293,0.0,0.0186
31,Class 1,unknown,3,Hue,1.19,0.0,0.5011,0.0,0.4988,0.0,0.0,0.0001
31,Class 1,unknown,3,OD,2.71,0.0,0.6291,0.0,0.3704,0.0,0.0,0.0005
31,Class 1,unknown,3,Proline,1285.0,0.9999,0.0,0.0,0.0001,0.0,0.0,0.0
32,Class 1,unknown,1,Alc,13.58,0.5571,0.0,0.0,0.0,0.4203,0.0,0.0226
32,Class 1,unknown,1,Mal,1.66,0.9145,0.0,0.0,0.081,0.0,0.0,0.0045
32,Class 1,unknown,1,Ash,2.36,0.0,0.0,0.4242,0.0,0.3438,0.0,0.232
32,Class 1,unknown,1,AlkAsh,19.1,0.3454,0.0,0.0,0.0,0.3361,0.0,0.3185
32,Class 1,unknown,1,Mg,106.0,0.4429,0.0,0.0,0.0,0.3441,0.0,0.213
32,Class 1,unknown,1,TotPhen,2.86,0.7606,0.0,0.0,0.2385,0.0,0.0,0.0009
32,Class 1,unknown,1,Flav,3.19,0.839,0.0,0.0,0.161,0.0,0.0,0.0
32,Class 1,unknown,1,Nonflav,0.22,0.5931,0.0,0.0,0.27,0.0,0.0,0.1369
32,Class 1,unknown,1,ProAn,1.95,0.6751,0.0,0.0,0.2867,0.0,0.0,0.0382
32,Class 1,unknown,1,Color,6.9,0.0,0.0,0.5056,0.0,0.4938,0.0,0.0006
32,Class 1,unknown,1,Hue,1.09,0.6259,0.0,0.0,0.3728,0.0,0.0,0.0013
32,Class 1,unknown,1,OD,2.88,0.5181,0.0,0.0,0.4817,0.0,0.0,0.0002
32,Class 1,unknown,1,Proline,1515.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Class 1,unknown,3,Alc,13.68,0.655,0.0,0.0,0.0,0.3335,0.0,0.0115
33,Class 1,unknown,3,Mal,1.83,0.9049,0.0,0.0,0.0896,0.0,0.0,0.0055
33,Class 1,unknown,3,Ash,2.36,0.0,0.0,0.3954,0.0,0.3641,0.0,0.2405
33,Class 1,unknown,3,AlkAsh,17.2,0.6051,0.0,0.0,0.2745,0.0,0.0,0.1204
33,Class 1,unknown,3,Mg,104.0,0.414,0.0,0.0,0.0,0.3628,0.0,0.2232
33,Class 1,unknown,3,TotPhen,2.42,0.0,0.4985,0.0,0.3656,0.0,0.0,0.1359
33,Class 1,unknown,3,Flav,2.69,0.6645,0.0,0.0,0.3355,0.0,0.0,0.0
33,Class 1,unknown,3,Nonflav,0.42,0.0,0.0,0.4539,0.0,0.0,0.4314,0.1147
33,Class 1,unknown,3,ProAn,1.97,0.57,0.0,0.0,0.3327,0.0,0.0,0.0973
33,Class 1,unknown,3,Color,3.84,0.0,0.6378,0.0,0.2453,0.0,0.0,0.1169
33,Class 1,unknown,3,Hue,1.23,0.0,0.5584,0.0,0.4416,0.0,0.0,0.0
33,Class 1,unknown,3,OD,2.87,0.0,0.5095,0.0,0.4905,0.0,0.0,0.0
33,Class 1,unknown,3,Proline,990.0,0.9609,0.0,0.0,0.0357,0.0,0.0,0.0034
34,Class 1,unknown,1,Alc,13.76,0.6724,0.0,0.0,0.0,0.318,0.0,0.0096
34,Class 1,unknown,1,Mal,1.53,0.8411,0.0,0.0,0.1507,0.0,0.0,0.0082
34,Class 1,unknown,1,Ash,2.7,0.4569,0.0,0.0,0.0,0.3473,0.0,0.1958
34,Class 1,unknown,1,AlkAsh,19.5,0.0,0.0,0.3916,0.0,0.0,0.3199,0.2885
34,Class 1,unknown,1,Mg,132.0,0.0,0.54,0.0,0.3143,0.0,0.0,0.1457
34,Class 1,unknown,1,TotPhen,2.95,0.7876,0.0,0.0,0.2121,0.0,0.0,0.0003
34,Class 1,unknown,1,Flav,2.74,0.698,0.0,0.0,0.302,0.0,0.0,0.0
34,Class 1,unknown,1,Nonflav,0.5,0.0,0.0,0.5923,0.0,0.0,0.4019,0.0058
34,Class 1,unknown,1,ProAn,1.35,0.0,0.0,0.4398,0.0,0.0,0.3167,0.2435
34,Class 1,unknown,1,Color,5.4,0.667,0.0,0.0,0.0,0.2799,0.0,0.0531
34,Class 1,unknown,1,Hue,1.25,0.0,0.5637,0.0,0.4363,0.0,0.0,0.0
34,Class 1,unknown,1,OD,3.0,0.5815,0.0,0.0,0.4185,0.0,0.0,0.0
34,Class 1,unknown,1,Proline,1235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Class 1,unknown,1,Alc,13.51,0.5083,0.0,0.0,0.0,0.4606,0.0,0.0311
35,Class 1,unknown,1,Mal,1.8,0.9275,0.0,0.0,0.0686,0.0,0.0,0.0039
35,Class 1,unknown,1,Ash,2.65,0.4345,0.0,0.0,0.0,0.3822,0.0,0.1833
35,Class 1,unknown,1,AlkAsh,19.0,0.3602,0.0,0.0,0.0,0.322,0.0,0.3178
35,Class 1,unknown,1,Mg,110.0,0.4763,0.0,0.0,0.0,0.313,0.0,0.2107
35,Class 1,unknown,1,TotPhen,2.35,0.0,0.5725,0.0,0.3321,0.0,0.0,0.0954
35,Class 1,unknown,1,Flav,2.53,0.5477,0.0,0.0,0.4523,0.0,0.0,0.0
35,Class 1,unknown,1,Nonflav,0.29,0.5911,0.0,0.0,0.2489,0.0,0.0,0.16
35,Class 1,unknown,1,ProAn,1.54,0.465,0.0,0.0,0.3124,0.0,0.0,0.2226
35,Class 1,unknown,1,Color,4.2,0.0,0.4568,0.0,0.3839,0.0,0.0,0.1593
35,Class 1,unknown,1,Hue,1.1,0.6229,0.0,0.0,0.3762,0.0,0.0,0.0009
35,Class 1,unknown,1,OD,2.87,0.5123,0.0,0.0,0.4875,0.0,0.0,0.0002
35,Class 1,unknown,1,Proline,1095.0,0.9982,0.0,0.0,0.0014,0.0,0.0,0.0004
36,Class 1,unknown,1,Alc,13.48,0.487,0.0,0.0,0.0,0.4775,0.0,0.0355
36,Class 1,unknown,1,Mal,1.81,0.9276,0.0,0.0,0.0685,0.0,0.0,0.0039
36,Class 1,unknown,1,Ash,2.41,0.0,0.0,0.4392,0.0,0.3546,0.0,0.2062
36,Class 1,unknown,1,AlkAsh,20.5,0.0,0.0,0.5117,0.0,0.0,0.3191,0.1692
36,Class 1,unknown,1,Mg,100.0,0.0,0.0,0.3898,0.0,0.3677,0.0,0.2425
36,Class 1,unknown,1,TotPhen,2.7,0.6823,0.0,0.0,0.3132,0.0,0.0,0.0045
36,Class 1,unknown,1,Flav,2.98,0.7971,0.0,0.0,0.2029,0.0,0.0,0.0
36,Class 1,unknown,1,Nonflav,0.26,0.6185,0.0,0.0,0.2416,0.0,0.0,0.1399
36,Class 1,unknown,1,ProAn,1.86,0.66,0.0,0.0,0.2842,0.0,0.0,0.0558
36,Class 1,unknown,1,Color,5.1,0.6408,0.0,0.0,0.0,0.2529,0.0,0.1063
36,Class 1,unknown,1,Hue,1.04,0.6242,0.0,0.0,0.3705,0.0,0.0,0.0053
36,Class 1,unknown,1,OD,3.47,0.7112,0.0,0.0,0.2888,0.0,0.0,0.0
36,Class 1,unknown,1,Proline,920.0,0.8491,0.0,0.0,0.0,0.0885,0.0,0.0624
37,Class 1,unknown,4,Alc,13.28,0.0,0.0,0.5202,0.0,0.3726,0.0,0.1072
37,Class 1,unknown,4,Mal,1.64,0.8619,0.0,0.0,0.1311,0.0,0.0,0.007
37,Class 1,unknown,4,Ash,2.84,0.5354,0.0,0.0,0.0,0.2658,0.0,0.1988
37,Class 1,unknown,4,AlkAsh,15.5,0.7016,0.0,0.0,0.2579,0.0,0.0,0.0405
37,Class 1,unknown,4,Mg,110.0,0.4669,0.0,0.0,0.0,0.3364,0.0,0.1967
37,Class 1,unknown,4,TotPhen,2.6,0.8511,0.0,0.0,0.0,0.1281,0.0,0.0208
37,Class 1,unknown,4,Flav,2.68,0.6444,0.0,0.0,0.3556,0.0,0.0,0.0
37,Class 1,unknown,4,Nonflav,0.34,0.4482,0.0,0.0,0.3238,0.0,0.0,0.228
37,Class 1,unknown,4,ProAn,1.36,0.0,0.0,0.4405,0.0,0.0,0.2913,0.2682
37,Class 1,unknown,4,Color,4.6,0.5541,0.0,0.0,0.2536,0.0,0.0,0.1923
37,Class 1,unknown,4,Hue,1.09,0.6394,0.0,0.0,0.3594,0.0,0.0,0.0012
37,Class 1,unknown,4,OD,2.78,0.0,0.55,0.0,0.4499,0.0,0.0,0.0001
37,Class 1,unknown,4,Proline,880.0,0.5854,0.0,0.0,0.0,0.2782,0.0,0.1364
38,Class 1,unknown,2,Alc,13.05,0.0,0.0,0.5697,0.0,0.2363,0.0,0.194
38,Class 1,unknown,2,Mal,1.65,0.9192,0.0,0.0,0.077,0.0,0.0,0.0038
38,Class 1,unknown,2,Ash,2.55,0.0,0.0,0.4196,0.0,0.3802,0.0,0.2002
38,Class 1,unknown,2,AlkAsh,18.0,0.468,0.0,0.0,0.3361,0.0,0.0,0.1959
38,Class 1,unknown,2,Mg,98.0,0.0,0.0,0.4431,0.0,0.3056,0.0,0.2513
38,Class 1,unknown,2,TotPhen,2.45,0.6897,0.0,0.0,0.0,0.2214,0.0,0.0889
38,Class 1,unknown,2,Flav,2.43,0.5054,0.0,0.0,0.4939,0.0,0.0,0.0007
38,Class 1,unknown,2,Nonflav,0.29,0.6046,0.0,0.0,0.2788,0.0,0.0,0.1166
38,Class 1,unknown,2,ProAn,1.44,0.3816,0.0,0.0,0.0,0.3106,0.0,0.3078
38,Class 1,unknown,2,Color,4.25,0.0,0.4248,0.0,0.4157,0.0,0.0,0.1595
38,Class 1,unknown,2,Hue,1.12,0.6423,0.0,0.0,0.3574,0.0,0.0,0.0003
38,Class 1,unknown,2,OD,2.51,0.0,0.7691,0.0,0.2078,0.0,0.0,0.0231
38,Class 1,unknown,2,Proline,1105.0,0.9987,0.0,0.0,0.0,0.001,0.0,0.0003
39,Class 1,unknown,3,Alc,13.07,0.0,0.0,0.5965,0.0,0.2109,0.0,0.1926
39,Class 1,unknown,3,Mal,1.5,0.7681,0.0,0.0,0.2188,0.0,0.0,0.0131
39,Class 1,unknown,3,Ash,2.1,0.0,0.5838,0.0,0.2402,0.0,0.0,0.176
39,Class 1,unknown,3,AlkAsh,15.5,0.75,0.0,0.0,0.2146,0.0,0.0,0.0354
39,Class 1,unknown,3,Mg,98.0,0.0,0.0,0.4254,0.0,0.312,0.0,0.2626
39,Class 1,unknown,3,TotPhen,2.4,0.0,0.5073,0.0,0.3422,0.0,0.0,0.1505
39,Class 1,unknown,3,Flav,2.64,0.6296,0.0,0.0,0.3704,0.0,0.0,0.0
39,Class 1,unknown,3,Nonflav,0.28,0.6081,0.0,0.0,0.2695,0.0,0.0,0.1224
39,Class 1,unknown,3,ProAn,1.37,0.0,0.0,0.4105,0.0,0.0,0.3532,0.2363
39,Class 1,unknown,3,Color,3.7,0.0,0.6938,0.0,0.2026,0.0,0.0,0.1036
39,Class 1,unknown,3,Hue,1.18,0.511,0.0,0.0,0.4889,0.0,0.0,0.0001
39,Class 1,unknown,3,OD,2.69,0.0,0.6449,0.0,0.3544,0.0,0.0,0.0007
39,Class 1,unknown,3,Proline,1020.0,0.9787,0.0,0.0,0.0202,0.0,0.0,0.0011
40,Class 1,unknown,3,Alc,14.22,0.8367,0.0,0.0,0.0,0.1627,0.0,0.0006
40,Class 1,unknown,3,Mal,3.99,0.5801,0.0,0.0,0.3941,0.0,0.0,0.0258
40,Class 1,unknown,3,Ash,2.51,0.0,0.0,0.4308,0.0,0.3844,0.0,0.1848
40,Class 1,unknown,3,AlkAsh,13.2,0.799,0.0,0.0,0.1954,0.0,0.0,0.0056
40,Class 1,unknown,3,Mg,128.0,0.4884,0.0,0.0,0.4088,0.0,0.0,0.1028
40,Class 1,unknown,3,TotPhen,3.0,0.7966,0.0,0.0,0.2008,0.0,0.0,0.0026
40,Class 1,unknown,3,Flav,3.04,0.8153,0.0,0.0,0.1847,0.0,0.0,0.0
40,Class 1,unknown,3,Nonflav,0.2,0.5983,0.0,0.0,0.3111,0.0,0.0,0.0906
40,Class 1,unknown,3,ProAn,2.08,0.6041,0.0,0.0,0.3268,0.0,0.0,0.0691
40,Class 1,unknown,3,Color,5.1,0.6596,0.0,0.0,0.0,0.2468,0.0,0.0936
40,Class 1,unknown,3,Hue,0.89,0.0,0.4098,0.0,0.3744,0.0,0.0,0.2158
40,Class 1,unknown,3,OD,3.53,0.7,0.0,0.0,0.3,0.0,0.0,0.0
40,Class 1,unknown,3,Proline,760.0,0.0,0.0,0.5099,0.0,0.0,0.3238,0.1663
41,Class 1,unknown,4,Alc,13.56,0.5719,0.0,0.0,0.0,0.3888,0.0,0.0393
41,Class 1,unknown,4,Mal,1.71,0.8782,0.0,0.0,0.1156,0.0,0.0,0.0062
41,Class 1,unknown,4,Ash,2.31,0.0,0.0,0.3816,0.0,0.3165,0.0,0.3019
41,Class 1,unknown,4,AlkAsh,16.2,0.6547,0.0,0.0,0.2783,0.0,0.0,0.067
41,Class 1,unknown,4,Mg,117.0,0.5209,0.0,0.0,0.0,0.2816,0.0,0.1975
41,Class 1,unknown,4,TotPhen,3.15,0.8361,0.0,0.0,0.0,0.133,0.0,0.0309
41,Class 1,unknown,4,Flav,3.29,0.8906,0.0,0.0,0.1094,0.0,0.0,0.0
41,Class 1,unknown,4,Nonflav,0.34,0.4482,0.0,0.0,0.3238,0.0,0.0,0.228
41,Class 1,unknown,4,ProAn,2.34,0.6181,0.0,0.0,0.3248,0.0,0.0,0.0571
41,Class 1,unknown,4,Color,6.13,0.6732,0.0,0.0,0.0,0.3236,0.0,0.0032
41,Class 1,unknown,4,Hue,0.95,0.5304,0.0,0.0,0.4102,0.0,0.0,0.0594
41,Class 1,unknown,4,OD,3.38,0.7011,0.0,0.0,0.2989,0.0,0.0,0.0
